,selling_price,year,manufacturer,name,cylinders,km_driven,transmission,owner_id,size,type,paint_color,ex_showroom_price
9437,3900,2007,nissan,murano,6 cylinders,120000,automatic,,,SUV,black,11959
9438,2990,2007,saturn,vue,,,automatic,5GZCZ33ZX7S841299,,SUV,blue,8150
9439,7500,2012,kia,sorento,,126384,automatic,5XYKT3A6XCG271795,,wagon,,12859
9440,2850,2006,acura,mdx,,,automatic,,,,,11040
9441,3495,2007,nissan,sentra,,117000,automatic,3N1AB61E97L601354,,,,9104
9442,2990,2004,honda,accord,,,automatic,1HGCM563X4A092865,,sedan,,7848
9443,2000,1999,chevrolet,trailblazer suv,,190000,automatic,,,SUV,,7216
9444,1800,2008,chevrolet,impala,,184000,automatic,,,,,7468
9445,6200,2012,hyundai,sonata,,121000,automatic,5NPEB4ACXCH474318,,,,11890
9446,6200,2011,hyundai,sonata,,156000,automatic,,,,,10420
9447,6200,1999,lexus,lx470,,,automatic,,,,,12854
9448,4997,2006,bmw,530i,6 cylinders,161933,automatic,WBANE735X6CM40366,,sedan,,10897
9449,6000,2012,hyundai,sonata,,,automatic,,,,,11231
9450,2995,1994,ram,b3500 passenger van,,,automatic,,,,,9498
9451,6500,1995,ford,f350,,,automatic,,,,,11897
9452,5999,2012,mazda,3,4 cylinders,116000,automatic,JM1BL1M80C1614387,,hatchback,blue,10764
9453,0,2010,toyota,rav4,4 cylinders,122280,automatic,JTMJF4DV9A5023216,mid-size,SUV,,0
9454,10975,2016,mitsubishi,outlander sport,,100053,automatic,JA4AP3AU1GZ031745,,,silver,16738
9455,5998,2007,ford,fusion,4 cylinders,166525,manual,3FAHP07Z87R193548,,sedan,silver,12181
9456,0,2013,chevrolet,camaro,8 cylinders,28440,manual,2G1FZ1EP7D9801766,,coupe,blue,0
9457,7555,2011,mazda,mx-5 miata,,120397,manual,JM1NC2JF6B0214974,,,silver,16437
9458,5575,2010,chevrolet,hhr,,107958,automatic,3GNBAADB7AS528403,,,silver,13948
9459,16855,2015,kia,sportage,,61662,automatic,KNDPC3AC3F7786621,,,,22119
9460,6999,2012,ford,fusion,,121750,automatic,3FAHP0JA7CR102525,,,white,11654
9461,0,2014,acura,tl,6 cylinders,51079,automatic,19UUA8F36EA001249,,sedan,black,0
9462,0,2012,chevrolet,silverado 1500,8 cylinders,93412,automatic,3GCPKSE76CG271588,,truck,silver,0
9463,0,2013,honda,accord,6 cylinders,27583,automatic,1HGCR3F82DA005199,,sedan,white,0
9464,0,2013,nissan,versa,4 cylinders,74680,automatic,3N1CN7AP5DL859597,,sedan,,0
9465,34950,2018,toyota,tacoma,,8065,automatic,3TMGZ5AN8JM166647,,,,40840
9466,8995,2007,ram,,,,automatic,,,,,16024
9467,13990,2007,chevrolet,tahoe,,,automatic,,,,,21450
9468,12500,2003,ford,svt lightning,8 cylinders,91000,automatic,,,pickup,white,21050
9469,8500,2010,volkswagen,eos,4 cylinders,32440,automatic,WVWFA7AH3AV020896,compact,sedan,white,13963
9470,13400,2008,mercedes-benz,benz cl550,,,automatic,,,,,20694
9471,6000,2006,chevrolet,silverado,,,automatic,,,,black,10928
9472,0,2018,hyundai,elantra,4 cylinders,28169,automatic,KMHD74LF3JU562999,,sedan,black,0
9473,0,2010,chevrolet,tahoe,8 cylinders,107070,automatic,1GNUKCE0XAR209174,,SUV,white,0
9474,0,2014,ford,mustang,6 cylinders,41582,manual,1ZVBP8AM6E5331175,,coupe,blue,0
9475,3200,1999,gmc,sonoma,6 cylinders,,automatic,,,,,10283
9476,850,2003,nissan,maxima,6 cylinders,200000,automatic,,mid-size,other,custom,7942
9477,600,1996,gmc,jimmy,,,automatic,,,,,8954
9478,18800,2015,bmw,,4 cylinders,36900,automatic,WBA1F5C57FV256779,compact,coupe,grey,24997
9479,11000,2006,ram,1500 4x4,8 cylinders,114000,automatic,,full-size,truck,red,18969
9480,16500,1999,,porsche 911 carrera,6 cylinders,132000,manual,**********,,coupe,black,24098
9481,38500,2018,jeep,gc high altitude,8 cylinders,12850,automatic,1C4RJFCT1JC350587,full-size,SUV,black,47408
9482,18500,2009,ford,,8 cylinders,171000,automatic,,full-size,pickup,white,23843
9483,3200,2008,ford,fusion sel,6 cylinders,150200,automatic,,full-size,sedan,green,8865
9484,7500,2007,ford,f-150,,94500,automatic,,,,,16163
9485,5500,2002,toyota,4runner,6 cylinders,175000,automatic,,mid-size,SUV,white,14236
9486,1900,1998,mercedes-benz,benz m320,6 cylinders,233936,automatic,4JGAB54E8WA009951,,,,8971
9487,15499,2014,chrysler,town and country,6 cylinders,62618,automatic,2C4RC1C65ER192767,full-size,mini-van,blue,19887
9488,0,2014,mercedes-benz,sl-class,8 cylinders,33809,automatic,,,convertible,silver,0
9489,11998,1998,chevrolet,corvette,8 cylinders,76843,automatic,1G1YY32G2W5128476,,convertible,red,19093
9490,25000,2007,ram,,,,automatic,,full-size,truck,blue,30181
9491,5000,2004,toyota,sequoia,8 cylinders,,automatic,,full-size,SUV,,11182
9492,55000,1940,ford,deluxe convertible,8 cylinders,,manual,,,,,61518
9493,3400,2011,mazda,3,4 cylinders,139000,automatic,,,sedan,green,8982
9494,5800,2007,ford,mustang,,,manual,,,,,10677
9495,0,2016,nissan,maxima,6 cylinders,53691,automatic,,mid-size,sedan,brown,0
9496,1850,1993,honda,delsol si,4 cylinders,242000,automatic,,sub-compact,,blue,7401
9497,5950,2011,buick,regal,6 cylinders,85000,manual,,compact,sedan,black,13032
9498,0,2010,jeep,patriot,4 cylinders,137303,manual,1J4NT1GA4AD646843,,SUV,silver,0
9499,6500,1991,toyota,pick up,6 cylinders,,manual,,,,custom,12644
9500,11000,2014,ford,fusion se,4 cylinders,35000,automatic,3FA6P0HD0ER141743,full-size,sedan,red,19539
9501,0,2013,ford,f-250,8 cylinders,101643,automatic,,full-size,truck,white,0
9502,23500,1968,chevrolet,chevelle malibu,8 cylinders,,automatic,,full-size,coupe,white,28161
9503,0,2014,chevrolet,silverado,,,other,,,,,0
9504,26500,1993,bmw,e36,8 cylinders,,manual,,,coupe,grey,31101
9505,1200,2002,honda,civic,,240000,automatic,,full-size,sedan,,8449
9506,13900,2015,chevrolet,cruze,4 cylinders,40500,automatic,,compact,sedan,black,18291
9507,3990,2003,honda,pilot,,242155,automatic,2HKYF18743H530889,,SUV,silver,12042
9508,2990,2004,saturn,vue,,136171,automatic,5GZCZ63444S882819,,SUV,silver,10415
9509,3990,2005,ford,explorer,,178617,automatic,1FMZU73K75ZA11691,,SUV,blue,12231
9510,3990,2007,honda,accord,,157351,automatic,1HGCM56447A050401,,sedan,silver,10934
9511,2500,2007,volvo,xc90,6 cylinders,160000,automatic,YV4CY982871357783,full-size,truck,grey,8194
9512,0,2012,nissan,sentra,4 cylinders,,automatic,3N1AB6AP2CL731620,,sedan,,0
9513,3990,2003,mitsubishi,eclipse,,172755,automatic,4A3AC84H53E143444,sub-compact,hatchback,red,9043
9514,2990,2006,toyota,corolla,,,automatic,2T1BR32E06C709017,compact,sedan,green,8992
9515,3450,2001,toyota,camry,,174683,automatic,4T1BG22K61U096205,,sedan,,11251
9516,5990,2007,nissan,xterra,,154063,automatic,5N1AN08W07C517544,,wagon,black,13168
9517,0,2008,ford,explorer,6 cylinders,201230,automatic,1FMEU63EX8UA66625,,SUV,,0
9518,0,2014,chevrolet,silverado 1500,8 cylinders,49754,automatic,1GCVKRECXEZ160851,,truck,blue,0
9519,3990,2007,chrysler,pacifica,,,automatic,2A8GM78X47R225477,,hatchback,black,9555
9520,2990,2003,jeep,liberty,,142875,automatic,1J4GL48K73W687928,,SUV,silver,8873
9521,7600,2005,toyota,avalon,6 cylinders,95358,automatic,4T1BK36BX5U001343,,sedan,,15112
9522,3450,2006,ford,escape,,143530,automatic,1FMCU03146KC94260,,SUV,,8867
9523,3990,2006,chevrolet,impala,,102488,automatic,2G1WS551X69377252,full-size,sedan,white,8461
9524,0,2011,audi,q5,6 cylinders,98980,automatic,WA1WKAFPXBA046361,,SUV,blue,0
9525,5990,2007,toyota,camry,,169733,automatic,4T1BK46K77U007562,,sedan,silver,10579
9526,1200,1998,mercedes-benz,benz c230,4 cylinders,223000,automatic,,mid-size,sedan,red,8638
9527,2900,2004,ford,explorer,,,automatic,,,,,10150
9528,0,2013,bmw,m5,8 cylinders,56515,manual,,,sedan,grey,0
9529,1077,2004,honda,civic,4 cylinders,220993,automatic,1HGEM22164L022456,compact,coupe,,8204
9530,11000,2007,jeep,wrangler,6 cylinders,94869,manual,,mid-size,SUV,black,17878
9531,7600,2013,dodge,,4 cylinders,51685,automatic,,full-size,sedan,,12740
9532,8995,2015,nissan,altima,4 cylinders,101716,automatic,1N4AL3APXFC445688,,sedan,silver,17321
9533,0,2019,infiniti,qx80,8 cylinders,15739,automatic,,,SUV,black,0
9534,2999,2004,volkswagen,passat,,,automatic,,,,,9203
9535,5900,2013,kia,soul,4 cylinders,79012,automatic,KNDJT2A50D7623861,compact,SUV,grey,11564
9536,0,2013,cadillac,escalade esv,8 cylinders,77168,automatic,1GYS4HEF3DR115244,,SUV,black,0
9537,0,2012,chevrolet,colorado,4 cylinders,90220,automatic,1GCDSCF93C8127267,,truck,blue,0
9538,0,1999,gmc,suburban,8 cylinders,273825,automatic,3GKFK16R9XG535807,,SUV,black,0
9539,3999,2009,volvo,c70,,,automatic,,,,,10670
9540,0,2014,chevrolet,silverado 1500,8 cylinders,85268,automatic,3GCUKTEC2EG477113,,truck,black,0
9541,6000,2011,bmw,335i,6 cylinders,137000,automatic,,mid-size,sedan,black,12684
9542,6299,2006,jeep,wrangler,,,manual,,,,,10557
9543,4999,2005,bmw,,,,automatic,,,,,10360
9544,5995,2011,ford,escape,4 cylinders,132949,manual,1FMCU9D79BKC39210,,SUV,white,10019
9545,0,2010,toyota,tundra,8 cylinders,107287,automatic,5TFUY5F11AX148805,,truck,white,0
9546,0,2013,nissan,altima,4 cylinders,79984,automatic,1N4AL3AP2DC272472,,sedan,,0
9547,9500,2016,hyundai,veloster,,71903,automatic,KMHTC6AD0GU274080,compact,coupe,,13878
9548,23000,2013,jeep,wrangler unlimited,6 cylinders,71000,automatic,,,SUV,orange,30880
9549,2500,2007,,hyndai sonata,6 cylinders,184000,automatic,5NPEU46F27H177479,mid-size,sedan,black,7956
9550,1500,1990,ford,bronco 2,6 cylinders,200098,manual,1FMCU14T6LUB19904,full-size,SUV,grey,6202
9551,5990,2008,chevrolet,colorado,,121793,automatic,1GBDS14E688215715,,other,,13586
9552,3450,2007,pontiac,g5,,134642,automatic,1G2AL15F277301678,sub-compact,coupe,,11301
9553,0,2013,jeep,wrangler unlimited,6 cylinders,72915,automatic,1C4BJWDG5DL677808,,SUV,black,0
9554,3200,2001,dodge,stratus,6 cylinders,30130,automatic,,mid-size,sedan,white,8567
9555,4990,2008,dodge,caravan/grand caravan,,143249,automatic,1D8HN54P68B170860,,wagon,blue,11709
9556,4450,2004,acura,tl,,152880,automatic,19UUA66274A064984,,sedan,,10681
9557,5990,2004,gmc,sierra,,158085,automatic,2GTEC19T841216656,,pickup,,11178
9558,5990,2008,ford,explorer,,145547,automatic,1FMEU73868UA02307,,SUV,silver,12578
9559,12900,2010,toyota,tundra,8 cylinders,169,automatic,,full-size,pickup,red,20179
9560,3450,2003,jeep,liberty,,162046,automatic,1J4GL48K73W661152,,SUV,blue,8813
9561,3450,2002,honda,odyssey,,145347,automatic,5FNRL18622B008568,,SUV,silver,11797
9562,5990,2008,nissan,rogue,,119748,,JN8AS58V58W129991,,wagon,silver,14169
9563,0,2017,ram,2500,8 cylinders,21006,automatic,,full-size,pickup,grey,0
9564,8995,2004,ford,f-150,,147672,automatic,1FTPW14544FA31795,,pickup,,15515
9565,3800,2010,ford,crown victoria police,8 cylinders,86000,automatic,,full-size,sedan,white,10566
9566,5000,2010,,volkwagen tiguan,4 cylinders,154300,automatic,,mid-size,SUV,silver,13004
9567,1800,2006,hyundai,elantra,,,automatic,,,,,8385
9568,27000,2011,jeep,wrangler,6 cylinders,62000,automatic,,,,black,33289
9569,2100,2008,chevrolet,impala,,184000,automatic,,,,,7584
9570,6995,2014,dodge,dart,4 cylinders,104427,manual,1C3CDFDH7ED865296,,sedan,black,12350
9571,16995,2012,chevrolet,silverado,,101709,automatic,3GCPCTE01CG297800,,pickup,blue,22872
9572,2200,1996,ford,150 xl,6 cylinders,140000,automatic,,full-size,truck,green,8880
9573,0,2011,nissan,xterra,6 cylinders,86618,automatic,5N1AN0NW8BC525372,,SUV,black,0
9574,0,2013,honda,odyssey,6 cylinders,92967,automatic,5FNRL5H98DB044396,,van,blue,0
9575,0,2016,honda,accord,4 cylinders,50665,automatic,1HGCR2F5XGA107158,,sedan,black,0
9576,0,2012,jeep,patriot,4 cylinders,110596,automatic,1C4NJPFB9CD612134,,SUV,,0
9577,0,2008,lexus,ls 460,8 cylinders,105622,automatic,JTHBL46F785080882,,sedan,silver,0
9578,0,2013,toyota,tundra,8 cylinders,65892,automatic,5TFHY5F18DX283284,,truck,black,0
9579,0,2010,nissan,frontier,6 cylinders,87046,automatic,1N6AD0EV4AC415476,,truck,black,0
9580,0,2017,nissan,maxima,6 cylinders,52570,automatic,,mid-size,sedan,white,0
9581,0,2017,nissan,titan xd,8 cylinders,7969,automatic,,full-size,truck,custom,0
9582,0,2017,bmw,x4,6 cylinders,72503,automatic,,,SUV,grey,0
9583,5000,2001,toyota,tacoma,4 cylinders,181600,automatic,5TENM92N51Z850683,compact,truck,,11848
9584,3500,2001,volkswagen,beetle,,103800,automatic,,,,,8255
9585,3500,1979,chevrolet,corvette,8 cylinders,208000,automatic,,compact,convertible,blue,12331
9586,3200,2005,cadillac,sts v8,8 cylinders,145391,automatic,,,sedan,,7387
9587,0,2014,gmc,sierra 1500,8 cylinders,96539,automatic,,full-size,truck,black,0
9588,9200,1999,ford,f250,,,automatic,,,,,13268
9589,8996,2008,honda,cr-v,4 cylinders,113271,automatic,JHLRE48728C023522,,SUV,blue,14602
9590,0,2018,mitsubishi,mirage g4,3 cylinders,20171,automatic,,sub-compact,sedan,black,0
9591,3950,2008,acura,tsx,4 cylinders,214000,automatic,,mid-size,sedan,white,12855
9592,7495,2009,honda,accord,,101000,automatic,,,,,14113
9593,5995,2011,ford,taurus,,85000,automatic,,,,,13238
9594,5995,2010,toyota,corolla,,,automatic,,,,,10532
9595,2990,2004,mercury,sable,,150266,automatic,1MEFM55S34G607673,mid-size,other,silver,9714
9596,4990,2006,jeep,liberty,,126508,automatic,1J4GK48KX6W275249,,SUV,silver,11016
9597,8990,2010,chevrolet,silverado 1500,8 cylinders,,automatic,,full-size,truck,white,13298
9598,16495,2015,subaru,forester,,90015,automatic,JF2SJGWC4FH447328,,SUV,white,22827
9599,8995,2013,,Scion tC,,51272,manual,JTKJF5C70D3047390,,hatchback,silver,16572
9600,2990,2000,ford,expedition,,,automatic,1FMRU1560YLA20589,,SUV,black,10910
9601,5450,2007,ford,escape,,96096,,1FMCU49H47KA52680,,SUV,,11180
9602,2990,2002,honda,civic,,,automatic,1HGEM22942L074476,compact,coupe,silver,10800
9603,4650,2005,volkswagen,jetta,,137344,automatic,3VWSG71K05M610091,compact,sedan,,10059
9604,3995,2007,infiniti,g35,,109632,automatic,JNKBV61F07M805210,,sedan,grey,12345
9605,10495,2010,honda,pilot,,142945,automatic,5FNYF3H51AB022174,,SUV,grey,14929
9606,3450,2005,ford,taurus,,168526,automatic,1FAFP53U55A277171,full-size,sedan,silver,10029
9607,5990,2007,gmc,envoy,,150369,automatic,1GKES63M772121743,,SUV,,11553
9608,5750,2010,honda,civic lxs,4 cylinders,135000,automatic,2hgfa1f68ah502696,,,blue,11038
9609,9150,2014,hyundai,elantra,4 cylinders,94533,automatic,5NPDH4AE7EH517785,,sedan,grey,16357
9610,3850,1998,nissan,maxima,,121694,automatic,JN1CA21A8WT401013,,sedan,black,10367
9611,5500,2008,gmc,yukon,8 cylinders,230000,automatic,,full-size,SUV,grey,13970
9612,3500,2003,subaru,outback,4 cylinders,200000,manual,,,hatchback,green,9591
9613,5990,2007,honda,cr-v,,102739,automatic,JHLRE38367C044010,,SUV,black,11713
9614,4990,2008,toyota,scion xd,,98344,automatic,JTKKU10478J012702,sub-compact,hatchback,blue,11299
9615,3450,2003,toyota,rav4,,,automatic,JTEHH20V336081074,,wagon,black,10208
9616,9990,2009,chevrolet,silverado,,,automatic,3GCEK23M99G128711,,pickup,black,14279
9617,5500,2011,hyundai,sonata,4 cylinders,197975,automatic,,full-size,sedan,silver,10414
9618,2990,2003,honda,civic,,198340,automatic,1HGES16573L001563,compact,sedan,,10963
9619,7000,2006,nissan,altima,4 cylinders,189589,automatic,1N4AL11DX6C255027,compact,sedan,silver,11589
9620,19000,2008,ford,f450 4x4,8 cylinders,197059,automatic,,full-size,truck,grey,25171
9621,750,2006,nissan,quest van,6 cylinders,172000,automatic,,mid-size,mini-van,green,5077
9622,7995,2010,volkswagen,gti,,118175,manual,WVWEV7AJ9AW259639,,hatchback,grey,13529
9623,15995,2015,honda,civic,,63713,manual,2HGFB6E57FH709025,,sedan,red,23616
9624,13995,2010,ford,mustang,,90193,manual,1ZVBP8CH4A5147363,,coupe,,18039
9625,6995,2011,ford,escape,,108190,automatic,1FMCU0D70BKB88322,,SUV,black,11180
9626,14995,2014,cadillac,srx,,79270,automatic,3GYFNBE31ES565331,,SUV,grey,23711
9627,11995,2015,toyota,corolla,,74156,automatic,2T1BURHE9FC344040,,sedan,blue,17152
9628,13995,2009,subaru,impreza,,114956,manual,JF1GR89609L803208,,wagon,grey,19573
9629,11500,2008,rover,sport,8 cylinders,116500,automatic,,,SUV,black,17525
9630,1000,1995,toyota,avalon xl,6 cylinders,248629,automatic,,compact,sedan,brown,8034
9631,0,2013,,Porsche Cayenne,8 cylinders,105195,automatic,,,SUV,black,0
9632,9998,2015,toyota,corolla,4 cylinders,95727,automatic,5YFBURHE7FP275963,,,white,15553
9633,700,1997,bmw,540i,8 cylinders,238000,automatic,WBADE6321VBW52508,full-size,sedan,silver,6001
9634,2800,2004,,Scion XA,4 cylinders,134000,automatic,,sub-compact,hatchback,silver,7523
9635,0,2014,ford,explorer,4 cylinders,93048,automatic,,mid-size,SUV,black,0
9636,3000,2004,chevrolet,trailblazer,6 cylinders,170,automatic,,full-size,SUV,red,11105
9637,1700,1999,toyota,camry,6 cylinders,276483,automatic,JT2BF22K5X0165529,,sedan,,8617
9638,11500,2007,toyota,4runner,8 cylinders,167000,automatic,,full-size,SUV,blue,16914
9639,29000,2016,toyota,tacoma trd sport,,,automatic,,,,,33971
9640,0,2016,infiniti,q50 red sport 400,6 cylinders,51496,automatic,,,sedan,blue,0
9641,3495,1998,gmc,sonoma sls,4 cylinders,,automatic,,compact,pickup,red,9749
9642,2195,2002,ford,taurus ses,6 cylinders,159000,automatic,,full-size,sedan,grey,9637
9643,6000,2010,toyota,corolla,4 cylinders,93000,automatic,,,,silver,10843
9644,2800,2008,chrysler,sebring touring,6 cylinders,93549,automatic,1C3LC55R58N270790,mid-size,convertible,blue,9916
9645,11695,2008,gmc,yukon xl,8 cylinders,156436,automatic,1GKFK16328R145581,,SUV,red,15976
9646,19999,2008,subaru,sti,4 cylinders,68000,manual,,full-size,hatchback,blue,28902
9647,3800,1998,toyota,4runner,,266000,automatic,,,SUV,,12235
9648,4450,2008,subaru,outback,,152488,automatic,4S4BP60C487314802,,wagon,blue,10785
9649,4800,2013,chevrolet,sonic,4 cylinders,168000,automatic,,,,blue,9796
9650,0,2015,toyota,corolla,4 cylinders,63854,automatic,2T1BURHE7FC477475,,sedan,,0
9651,0,2015,gmc,yukon xl,8 cylinders,75659,automatic,1GKS2JKJ0FR556509,,SUV,black,0
9652,2790,2005,ford,escape,4 cylinders,151250,automatic,,,SUV,red,7173
9653,0,2014,nissan,pathfinder,6 cylinders,77460,automatic,5N1AR2MM4EC609208,,SUV,,0
9654,4400,2002,lexus,ls430,8 cylinders,152,automatic,,,,,9377
9655,26000,2014,ford,f-150 king ranch 4x4,6 cylinders,70300,automatic,1FTFW1ET3EKE87949,full-size,truck,green,30288
9656,0,2004,rover,discovery,8 cylinders,233239,automatic,SALTW19484A853486,,SUV,white,0
9657,5995,2010,hyundai,veloster coupe 3d,,124968,manual,,,,,14564
9658,9000,2005,ford,f-150,8 cylinders,200000,automatic,,full-size,pickup,white,15412
9659,9700,2012,honda,cr-v ex-l,,131064,automatic,JHLRM3H79CC007131,,,,17112
9660,4990,2006,honda,accord,,185551,automatic,1HGCM56846A181930,,sedan,red,9795
9661,29000,2015,mercedes-benz,cla 45 amg 4matic,6 cylinders,45000,other,WDDSJB7FN259019,mid-size,coupe,black,36202
9662,2500,2006,ford,escape xlt,,159000,automatic,,,,,10418
9663,16500,2008,lexus,ls 460,,107249,automatic,JTHGL46F885021216,,sedan,,21328
9664,2800,2002,honda,civic coupe ex,4 cylinders,155630,automatic,,mid-size,coupe,silver,8698
9665,4990,2007,subaru,outback,,120848,automatic,4S4BP61C277310549,,wagon,,11713
9666,15000,2016,hyundai,tucson se,4 cylinders,37000,automatic,KM8J3CA42GU210553,full-size,SUV,grey,21266
9667,2500,2005,honda,pilot ex-l,,214000,automatic,,,,,7670
9668,1950,1999,toyota,camry solara,6 cylinders,209397,automatic,,,coupe,white,8849
9669,7990,2010,toyota,rav4 sport 4wd,4 cylinders,124419,automatic,JTMBF4DV0A5020581,mid-size,SUV,red,14973
9670,7300,2011,hyundai,sonata limited,,108641,automatic,5NPEC4AB2BH308491,,sedan,black,15560
9671,3000,2002,lincoln,navigator,,162000,automatic,,,,,9976
9672,0,2012,jeep,wrangler unlimited,6 cylinders,103571,automatic,1C4BJWDG4CL208692,,SUV,black,0
9673,7990,2016,hyundai,elantra se,4 cylinders,105610,automatic,KMHDH4AE2GU489723,mid-size,sedan,red,12600
9674,0,2013,audi,a6,4 cylinders,57193,automatic,WAUGFAFC1DN113689,,sedan,black,0
9675,0,2015,ram,1500,6 cylinders,81422,automatic,1C6RR7WM7FS728306,,truck,white,0
9676,0,2013,gmc,sierra 1500,8 cylinders,70843,automatic,3GTP2VE70DG362746,,truck,silver,0
9677,0,2015,chevrolet,tahoe,8 cylinders,84624,automatic,1GNSKBKC4FR218248,,SUV,white,0
9678,10990,2013,subaru,forester premium,4 cylinders,83498,automatic,JF2SHADCXDH440215,full-size,SUV,brown,17403
9679,11000,1987,,87 c10,,,automatic,,,,,16338
9680,5500,2006,bmw,325i,6 cylinders,96000,automatic,,,sedan,,9675
9681,11985,2006,cadillac,escalade ext,8 cylinders,124572,automatic,3GYEK62N06G131259,,pickup,blue,18299
9682,3100,2004,bmw,325 xi awd w/manual,6 cylinders,130145,manual,WBAEU33464PF62878,full-size,sedan,blue,10914
9683,10940,2010,honda,accord crosstour,6 cylinders,93972,automatic,5J6TF2H57AL012597,,,,16446
9684,0,2018,subaru,wrx,4 cylinders,18364,manual,JF1VA2M64J9804981,,sedan,white,0
9685,0,2014,ram,1500,8 cylinders,141811,automatic,3C6RR7KT8EG316821,,truck,black,0
9686,5995,2007,mini,cooper s,,92468,manual,WMWMF73587TL87919,sub-compact,hatchback,blue,13443
9687,2500,1995,ram,1500,8 cylinders,,automatic,,,,grey,10850
9688,4800,2012,,scion tc,4 cylinders,135000,automatic,,mid-size,hatchback,grey,11459
9689,2500,2003,chevrolet,suburban 1500,8 cylinders,,automatic,,full-size,SUV,yellow,7752
9690,5500,2003,chevrolet,suburban,8 cylinders,177300,automatic,0,full-size,SUV,silver,10470
9691,4500,2012,ford,fusion,4 cylinders,125895,automatic,,mid-size,sedan,purple,9692
9692,4700,2003,ford,f150,8 cylinders,146000,automatic,,full-size,pickup,,9590
9693,3900,2007,nissan,murano,6 cylinders,120000,automatic,,,SUV,black,12369
9694,0,2011,chevrolet,silverado 1500,8 cylinders,112831,automatic,1GCRKREA3BZ150111,,truck,blue,0
9695,0,2012,acura,tl,6 cylinders,124753,automatic,19UUA9F54CA008818,,sedan,black,0
9696,31000,2013,ram,2500 mega cab,8 cylinders,59300,automatic,,,truck,blue,37289
9697,13974,2018,chevrolet,trax,4 cylinders,18000,automatic,,sub-compact,SUV,black,22081
9698,2995,2005,toyota,celica,4 cylinders,123750,automatic,,compact,coupe,silver,8868
9699,15974,2018,chevrolet,equinox,4 cylinders,43100,automatic,,compact,SUV,white,21225
9700,2300,2008,chevrolet,impala,,184000,automatic,,,,,10656
9701,1500,1998,chevrolet,s10,,,manual,,,,,9091
9702,7000,2005,subaru,impreza wrx,4 cylinders,,manual,,compact,,black,14833
9703,3500,2005,mazda,tribute,6 cylinders,120,automatic,,,,,10993
9704,1000,2009,bmw,535i,6 cylinders,,automatic,,,,,6886
9705,10995,2010,ford,f-150,,155331,automatic,1FTEW1E81AFA43592,,pickup,,16128
9706,16500,2012,honda,pilot ex-l 4wd,6 cylinders,87500,automatic,,full-size,SUV,silver,24393
9707,7500,2005,jaguar,s-type,8 cylinders,74000,automatic,,,,green,13932
9708,10975,2016,chevrolet,impala limited,,77580,automatic,2G1WA5E3XG1101299,,,,16612
9709,31500,2015,ford,f-150,,72510,automatic,1FTEW1EG7FKE64772,,,black,37678
9710,15498,2014,honda,pilot,6 cylinders,109391,automatic,5FNYF4H57EB022613,,SUV,,21484
9711,9999,2016,toyota,corolla,4 cylinders,83500,automatic,,compact,sedan,silver,18815
9712,16999,2016,jeep,cherokee,,87080,automatic,1C4PJLDS3GW233208,,,,24759
9713,34000,1965,pontiac,gto,8 cylinders,,automatic,23767,,convertible,blue,39932
9714,12975,2013,chevrolet,equinox,,64735,automatic,2GNFLEEK6D6360063,,,,21236
9715,23975,2013,jeep,wrangler unlimited,,95046,automatic,1C4HJWEG5DL562120,,,red,30494
9716,13955,2016,kia,sorento,,111623,automatic,5XYPG4A38GG168385,,,black,18835
9717,9980,2003,mercedes-benz,sl500,,81066,automatic,WDBSK75F73F052279,,coupe,,14135
9718,9980,1995,mercedes-benz,e320,,113540,automatic,WDBEA66E9SC268621,,convertible,white,15384
9719,18500,2014,ford,f-150,,78183,automatic,1FTFW1EFXEFA31756,,pickup,silver,26966
9720,5300,2010,nissan,maxima,,123112,automatic,,,,,12419
9721,20790,2013,ford,f150,8 cylinders,,automatic,,,,,29416
9722,9490,2010,honda,odyssey,,,automatic,,,,,15615
9723,5995,2008,ford,escape,6 cylinders,,automatic,,compact,SUV,,10691
9724,5500,2001,gmc,sierra,,,automatic,,,,red,14051
9725,12500,2008,,08 titan,8 cylinders,97000,automatic,,full-size,truck,black,18386
9726,8390,2007,gmc,sierra,6 cylinders,,automatic,,full-size,truck,grey,12987
9727,13590,2011,jeep,grand cherokee,,,automatic,,,,,18838
9728,17990,2007,ram,2500,,,automatic,,,,,25454
9729,16790,2011,chevrolet,silverado,,,automatic,,,,,22178
9730,8450,2008,toyota,avalon,,,automatic,,,,,15470
9731,29850,2004,chevrolet,corvette,,16000,manual,1G1YY12S945131073,,coupe,blue,36275
9732,0,2010,jeep,wrangler,6 cylinders,100416,automatic,1J4AA2D1XAL131754,,SUV,silver,0
9733,0,2017,nissan,sentra,4 cylinders,33707,automatic,3N1AB7AP1HY278249,,sedan,red,0
9734,0,2015,toyota,sequoia,8 cylinders,96902,automatic,5TDJY5G10FS116877,,SUV,black,0
9735,0,2016,hyundai,elantra,4 cylinders,60310,automatic,5NPDH4AEXGH719345,,sedan,silver,0
9736,0,2014,chevrolet,cruze,4 cylinders,62559,automatic,1G1PE5SB5E7159079,,sedan,silver,0
9737,0,2019,mazda,cx-5,4 cylinders,18568,automatic,,compact,SUV,silver,0
9738,8600,2013,volkswagen,jetta sportwagen tdi,4 cylinders,99000,automatic,,mid-size,wagon,white,13434
9739,6499,2007,lincoln,navigator,8 cylinders,187000,automatic,,full-size,SUV,blue,13016
